,Window Max Daily Deaths-alias,SUM(Confirm + Probable deaths)-alias,SUM(Confirmed Deathsby Death Dt)-alias,SUM(Probable Deathsby Death Dt)-alias,DAY(Epi Dt)-value,DAY(Epi Dt)-alias,County Parameter Cum Curve-alias,AGG(Prelim start date)-alias,AGG(Prelim end date)-alias,Measure Names-alias,Measure Values-value,Measure Values-alias
0,93,0,0,0,2021-06-10 00:00:00,6/10/21,Wisconsin,5/28/2021,6/11/2021,Probable case death,0,0.00
1,93,1,1,0,2021-06-09 00:00:00,6/9/21,Wisconsin,5/27/2021,6/10/2021,Probable case death,0,0.00
2,93,0,0,0,2021-06-08 00:00:00,6/8/21,Wisconsin,5/26/2021,6/9/2021,Probable case death,0,0.00
3,93,0,0,0,2021-06-07 00:00:00,6/7/21,Wisconsin,5/25/2021,6/8/2021,Probable case death,0,0.00
4,93,2,1,1,2021-06-06 00:00:00,6/6/21,Wisconsin,5/24/2021,6/7/2021,Probable case death,1,1.00
5,93,0,0,0,2021-06-05 00:00:00,6/5/21,Wisconsin,5/23/2021,6/6/2021,Probable case death,0,0.00
6,93,0,0,0,2021-06-04 00:00:00,6/4/21,Wisconsin,5/22/2021,6/5/2021,Probable case death,0,0.00
7,93,1,1,0,2021-06-03 00:00:00,6/3/21,Wisconsin,5/21/2021,6/4/2021,Probable case death,0,0.00
8,93,3,1,2,2021-06-02 00:00:00,6/2/21,Wisconsin,5/20/2021,6/3/2021,Probable case death,2,2.00
9,93,1,1,0,2021-06-01 00:00:00,6/1/21,Wisconsin,5/19/2021,6/2/2021,Probable case death,0,0.00
10,93,4,4,0,2021-05-31 00:00:00,5/31/21,Wisconsin,5/18/2021,6/1/2021,Probable case death,0,0.00
11,93,1,1,0,2021-05-30 00:00:00,5/30/21,Wisconsin,5/17/2021,5/31/2021,Probable case death,0,0.00
12,93,0,0,0,2021-05-29 00:00:00,5/29/21,Wisconsin,5/16/2021,5/30/2021,Probable case death,0,0.00
13,93,2,2,0,2021-05-28 00:00:00,5/28/21,Wisconsin,5/15/2021,5/29/2021,Probable case death,0,0.00
14,93,2,1,1,2021-05-27 00:00:00,5/27/21,Wisconsin,5/14/2021,5/28/2021,Probable case death,1,1.00
15,93,3,3,0,2021-05-26 00:00:00,5/26/21,Wisconsin,5/13/2021,5/27/2021,Probable case death,0,0.00
16,93,5,5,0,2021-05-25 00:00:00,5/25/21,Wisconsin,5/12/2021,5/26/2021,Probable case death,0,0.00
17,93,3,3,0,2021-05-24 00:00:00,5/24/21,Wisconsin,5/11/2021,5/25/2021,Probable case death,0,0.00
18,93,2,2,0,2021-05-23 00:00:00,5/23/21,Wisconsin,5/10/2021,5/24/2021,Probable case death,0,0.00
