"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US55133201404","Census Tract 2014.04, Waukesha County, Wisconsin","3562","205"
"1400000US55071000500","Census Tract 5, Manitowoc County, Wisconsin","2849","278"
"1400000US55047100500","Census Tract 1005, Green Lake County, Wisconsin","3035","153"
"1400000US55079017400","Census Tract 174, Milwaukee County, Wisconsin","2866","311"
"1400000US55079070100","Census Tract 701, Milwaukee County, Wisconsin","4312","174"
"1400000US55133203804","Census Tract 2038.04, Waukesha County, Wisconsin","7431","352"
"1400000US55025001705","Census Tract 17.05, Dane County, Wisconsin","4063","467"
"1400000US55079090800","Census Tract 908, Milwaukee County, Wisconsin","2345","128"
"1400000US55025001900","Census Tract 19, Dane County, Wisconsin","6559","351"
"1400000US55089650300","Census Tract 6503, Ozaukee County, Wisconsin","5617","259"
"1400000US55117011100","Census Tract 111, Sheboygan County, Wisconsin","2934","150"
"1400000US55009020704","Census Tract 207.04, Brown County, Wisconsin","8494","343"
"1400000US55087011000","Census Tract 110, Outagamie County, Wisconsin","5815","415"
"1400000US55039042000","Census Tract 420, Fond du Lac County, Wisconsin","8823","255"
"1400000US55071005100","Census Tract 51, Manitowoc County, Wisconsin","2458","206"
"1400000US55025011504","Census Tract 115.04, Dane County, Wisconsin","3932","312"
"1400000US55025002800","Census Tract 28, Dane County, Wisconsin","2152","175"
"1400000US55079008000","Census Tract 80, Milwaukee County, Wisconsin","1906","201"
"1400000US55025001102","Census Tract 11.02, Dane County, Wisconsin","3717","296"
"1400000US55079004100","Census Tract 41, Milwaukee County, Wisconsin","2746","369"
"1400000US55079187400","Census Tract 1874, Milwaukee County, Wisconsin","3371","248"
"1400000US55117011000","Census Tract 110, Sheboygan County, Wisconsin","2810","154"
"1400000US55025011600","Census Tract 116, Dane County, Wisconsin","6886","319"
"1400000US55009000200","Census Tract 2, Brown County, Wisconsin","5934","420"
"1400000US55035001700","Census Tract 17, Eau Claire County, Wisconsin","5387","299"
"1400000US55079000400","Census Tract 4, Milwaukee County, Wisconsin","2675","332"
"1400000US55085971002","Census Tract 9710.02, Oneida County, Wisconsin","2394","196"
"1400000US55119960500","Census Tract 9605, Taylor County, Wisconsin","2764","159"
"1400000US55079008500","Census Tract 85, Milwaukee County, Wisconsin","1155","250"
"1400000US55115100100","Census Tract 1001, Shawano County, Wisconsin","2913","141"
"1400000US55079186100","Census Tract 1861, Milwaukee County, Wisconsin","2006","406"
"1400000US55079091400","Census Tract 914, Milwaukee County, Wisconsin","2377","235"
"1400000US55078940101","Census Tract 9401.01, Menominee County, Wisconsin","1561","193"
"1400000US55001950502","Census Tract 9505.02, Adams County, Wisconsin","3674","213"
"1400000US55095960500","Census Tract 9605, Polk County, Wisconsin","2848","140"
"1400000US55007960600","Census Tract 9606, Bayfield County, Wisconsin","2004","121"
"1400000US55005001001","Census Tract 10.01, Barron County, Wisconsin","1727","184"
"1400000US55003950400","Census Tract 9504, Ashland County, Wisconsin","2263","172"
"1400000US55087010700","Census Tract 107, Outagamie County, Wisconsin","4216","297"
"1400000US55039041000","Census Tract 410, Fond du Lac County, Wisconsin","3043","216"
"1400000US55109120400","Census Tract 1204, St. Croix County, Wisconsin","10932","24"
"1400000US55063010101","Census Tract 101.01, La Crosse County, Wisconsin","5575","223"
"1400000US55015020800","Census Tract 208, Calumet County, Wisconsin","5453","227"
"1400000US55117010200","Census Tract 102, Sheboygan County, Wisconsin","4744","177"
"1400000US55043960600","Census Tract 9606, Grant County, Wisconsin","3664","217"
"1400000US55013970900","Census Tract 9709, Burnett County, Wisconsin","2936","153"
"1400000US55063010700","Census Tract 107, La Crosse County, Wisconsin","5663","322"
"1400000US55105000300","Census Tract 3, Rock County, Wisconsin","2831","278"
"1400000US55101001900","Census Tract 19, Racine County, Wisconsin","3924","27"
"1400000US55125940000","Census Tract 9400, Vilas County, Wisconsin","3481","28"
"1400000US55079018900","Census Tract 189, Milwaukee County, Wisconsin","1943","358"
"1400000US55059000601","Census Tract 6.01, Kenosha County, Wisconsin","6445","497"
"1400000US55133200101","Census Tract 2001.01, Waukesha County, Wisconsin","4848","264"
"1400000US55049950600","Census Tract 9506, Iowa County, Wisconsin","3312","144"
"1400000US55139001600","Census Tract 16, Winnebago County, Wisconsin","4851","298"
"1400000US55079170700","Census Tract 1707, Milwaukee County, Wisconsin","2784","232"
"1400000US55073000200","Census Tract 2, Marathon County, Wisconsin","2960","241"
"1400000US55117000201","Census Tract 2.01, Sheboygan County, Wisconsin","2961","283"
"1400000US55079006800","Census Tract 68, Milwaukee County, Wisconsin","2327","305"
"1400000US55087011502","Census Tract 115.02, Outagamie County, Wisconsin","4325","299"
"1400000US55133200801","Census Tract 2008.01, Waukesha County, Wisconsin","4740","206"
"1400000US55009000401","Census Tract 4.01, Brown County, Wisconsin","4787","391"
"1400000US55141010800","Census Tract 108, Wood County, Wisconsin","2776","105"
"1400000US55105001100","Census Tract 11, Rock County, Wisconsin","4645","375"
"1400000US55079012400","Census Tract 124, Milwaukee County, Wisconsin","2456","270"
"1400000US55079018300","Census Tract 183, Milwaukee County, Wisconsin","2312","208"
"1400000US55133201505","Census Tract 2015.05, Waukesha County, Wisconsin","2906","155"
"1400000US55055101701","Census Tract 1017.01, Jefferson County, Wisconsin","1472","94"
"1400000US55059001700","Census Tract 17, Kenosha County, Wisconsin","3041","291"
"1400000US55079018400","Census Tract 184, Milwaukee County, Wisconsin","1380","147"
"1400000US55093960300","Census Tract 9603, Pierce County, Wisconsin","5562","359"
"1400000US55001950202","Census Tract 9502.02, Adams County, Wisconsin","2599","146"
"1400000US55031021000","Census Tract 210, Douglas County, Wisconsin","1791","153"
"1400000US55079006900","Census Tract 69, Milwaukee County, Wisconsin","2840","355"
"1400000US55079019400","Census Tract 194, Milwaukee County, Wisconsin","4096","229"
"1400000US55021971100","Census Tract 9711, Columbia County, Wisconsin","3653","140"
"1400000US55077960400","Census Tract 9604, Marquette County, Wisconsin","2650","114"
"1400000US55025012900","Census Tract 129, Dane County, Wisconsin","4144","152"
"1400000US55087013200","Census Tract 132, Outagamie County, Wisconsin","3868","147"
"1400000US55035000501","Census Tract 5.01, Eau Claire County, Wisconsin","4580","245"
"1400000US55035000302","Census Tract 3.02, Eau Claire County, Wisconsin","7732","539"
"1400000US55079000201","Census Tract 2.01, Milwaukee County, Wisconsin","5561","699"
"1400000US55063001102","Census Tract 11.02, La Crosse County, Wisconsin","3968","225"
"1400000US55117000300","Census Tract 3, Sheboygan County, Wisconsin","7201","304"
"1400000US55009001300","Census Tract 13, Brown County, Wisconsin","2764","301"
"1400000US55073002100","Census Tract 21, Marathon County, Wisconsin","7091","228"
"1400000US55055101600","Census Tract 1016, Jefferson County, Wisconsin","6680","264"
"1400000US55063000700","Census Tract 7, La Crosse County, Wisconsin","4510","236"
"1400000US55079003600","Census Tract 36, Milwaukee County, Wisconsin","2084","218"
"1400000US55131440103","Census Tract 4401.03, Washington County, Wisconsin","4866","227"
"1400000US55073001103","Census Tract 11.03, Marathon County, Wisconsin","5075","314"
"1400000US55079019500","Census Tract 195, Milwaukee County, Wisconsin","3444","211"
"1400000US55079013500","Census Tract 135, Milwaukee County, Wisconsin","1848","316"
"1400000US55063001000","Census Tract 10, La Crosse County, Wisconsin","3847","319"
"1400000US55133201600","Census Tract 2016, Waukesha County, Wisconsin","5195","178"
"1400000US55035000400","Census Tract 4, Eau Claire County, Wisconsin","7956","328"
"1400000US55087012506","Census Tract 125.06, Outagamie County, Wisconsin","4022","287"
"1400000US55113940000","Census Tract 9400, Sawyer County, Wisconsin","3055","215"
"1400000US55115100800","Census Tract 1008, Shawano County, Wisconsin","4837","188"
"1400000US55079091200","Census Tract 912, Milwaukee County, Wisconsin","5153","476"
"1400000US55023960500","Census Tract 9605, Crawford County, Wisconsin","2057","145"
"1400000US55079021200","Census Tract 212, Milwaukee County, Wisconsin","2257","130"
"1400000US55079180100","Census Tract 1801, Milwaukee County, Wisconsin","2839","332"
"1400000US55079000301","Census Tract 3.01, Milwaukee County, Wisconsin","1485","92"
"1400000US55105002601","Census Tract 26.01, Rock County, Wisconsin","5091","239"
"1400000US55071005400","Census Tract 54, Manitowoc County, Wisconsin","2761","306"
"1400000US55105002602","Census Tract 26.02, Rock County, Wisconsin","4290","254"
"1400000US55079186400","Census Tract 1864, Milwaukee County, Wisconsin","1408","171"
"1400000US55059003002","Census Tract 30.02, Kenosha County, Wisconsin","4955","272"
"1400000US55079120400","Census Tract 1204, Milwaukee County, Wisconsin","6675","412"
"1400000US55085970601","Census Tract 9706.01, Oneida County, Wisconsin","2062","130"
"1400000US55117990000","Census Tract 9900, Sheboygan County, Wisconsin","0","9"
"1400000US55025012502","Census Tract 125.02, Dane County, Wisconsin","5916","322"
"1400000US55063000800","Census Tract 8, La Crosse County, Wisconsin","3482","308"
"1400000US55139000300","Census Tract 3, Winnebago County, Wisconsin","4228","233"
"1400000US55133200700","Census Tract 2007, Waukesha County, Wisconsin","3818","166"
"1400000US55133203200","Census Tract 2032, Waukesha County, Wisconsin","4403","229"
"1400000US55027961400","Census Tract 9614, Dodge County, Wisconsin","4029","148"
"1400000US55079007100","Census Tract 71, Milwaukee County, Wisconsin","1998","149"
"1400000US55071010200","Census Tract 102, Manitowoc County, Wisconsin","5600","177"
"1400000US55079185100","Census Tract 1851, Milwaukee County, Wisconsin","4655","305"
"1400000US55107960200","Census Tract 9602, Rusk County, Wisconsin","2046","112"
"1400000US55105003001","Census Tract 30.01, Rock County, Wisconsin","5104","168"
"1400000US55063000200","Census Tract 2, La Crosse County, Wisconsin","4682","389"
"1400000US55109120904","Census Tract 1209.04, St. Croix County, Wisconsin","4157","197"
"1400000US55131430100","Census Tract 4301, Washington County, Wisconsin","5808","192"
"1400000US55039041900","Census Tract 419, Fond du Lac County, Wisconsin","7088","156"
"1400000US55109121000","Census Tract 1210, St. Croix County, Wisconsin","7428","197"
"1400000US55075960100","Census Tract 9601, Marinette County, Wisconsin","2859","160"
"1400000US55087012504","Census Tract 125.04, Outagamie County, Wisconsin","3291","251"
"1400000US55079014900","Census Tract 149, Milwaukee County, Wisconsin","1334","258"
"1400000US55079019900","Census Tract 199, Milwaukee County, Wisconsin","3886","310"
"1400000US55033970600","Census Tract 9706, Dunn County, Wisconsin","4078","250"
"1400000US55089660301","Census Tract 6603.01, Ozaukee County, Wisconsin","5885","300"
"1400000US55131420106","Census Tract 4201.06, Washington County, Wisconsin","3462","177"
"1400000US55101980000","Census Tract 9800, Racine County, Wisconsin","902","375"
"1400000US55083100800","Census Tract 1008, Oconto County, Wisconsin","2439","127"
"1400000US55075961400","Census Tract 9614, Marinette County, Wisconsin","4528","272"
"1400000US55079004700","Census Tract 47, Milwaukee County, Wisconsin","4139","520"
"1400000US55031990000","Census Tract 9900, Douglas County, Wisconsin","0","9"
"1400000US55079018100","Census Tract 181, Milwaukee County, Wisconsin","1745","132"
"1400000US55079000501","Census Tract 5.01, Milwaukee County, Wisconsin","3861","359"
"1400000US55105002100","Census Tract 21, Rock County, Wisconsin","3939","297"
"1400000US55059002200","Census Tract 22, Kenosha County, Wisconsin","3405","264"
"1400000US55079007700","Census Tract 77, Milwaukee County, Wisconsin","3515","377"
"1400000US55079000102","Census Tract 1.02, Milwaukee County, Wisconsin","3468","404"
"1400000US55131410100","Census Tract 4101, Washington County, Wisconsin","5189","140"
"1400000US55073001300","Census Tract 13, Marathon County, Wisconsin","6860","17"
"1400000US55079006200","Census Tract 62, Milwaukee County, Wisconsin","2685","278"
"1400000US55125950600","Census Tract 9506, Vilas County, Wisconsin","3785","227"
"1400000US55131470100","Census Tract 4701, Washington County, Wisconsin","5310","283"
"1400000US55073001400","Census Tract 14, Marathon County, Wisconsin","7025","471"
"1400000US55025002601","Census Tract 26.01, Dane County, Wisconsin","2102","173"
"1400000US55093960200","Census Tract 9602, Pierce County, Wisconsin","6155","273"
"1400000US55079009000","Census Tract 90, Milwaukee County, Wisconsin","2341","328"
"1400000US55063010202","Census Tract 102.02, La Crosse County, Wisconsin","6704","397"
"1400000US55113100800","Census Tract 1008, Sawyer County, Wisconsin","1514","128"
"1400000US55059002700","Census Tract 27, Kenosha County, Wisconsin","6239","341"
"1400000US55079120502","Census Tract 1205.02, Milwaukee County, Wisconsin","5288","416"
"1400000US55079009100","Census Tract 91, Milwaukee County, Wisconsin","2367","376"
"1400000US55097960300","Census Tract 9603, Portage County, Wisconsin","3838","273"
"1400000US55079020400","Census Tract 204, Milwaukee County, Wisconsin","3519","334"
"1400000US55117000900","Census Tract 9, Sheboygan County, Wisconsin","5217","306"
"1400000US55029100600","Census Tract 1006, Door County, Wisconsin","3059","145"
"1400000US55017010900","Census Tract 109, Chippewa County, Wisconsin","4817","237"
"1400000US55099970100","Census Tract 9701, Price County, Wisconsin","2435","121"
"1400000US55059001600","Census Tract 16, Kenosha County, Wisconsin","3335","410"
"1400000US55025001802","Census Tract 18.02, Dane County, Wisconsin","3119","235"
"1400000US55043960300","Census Tract 9603, Grant County, Wisconsin","4299","250"
"1400000US55131440104","Census Tract 4401.04, Washington County, Wisconsin","6161","350"
"1400000US55075990000","Census Tract 9900, Marinette County, Wisconsin","0","9"
"1400000US55025003100","Census Tract 31, Dane County, Wisconsin","6019","333"
"1400000US55079002100","Census Tract 21, Milwaukee County, Wisconsin","2040","226"
"1400000US55079014600","Census Tract 146, Milwaukee County, Wisconsin","3666","283"
"1400000US55109120700","Census Tract 1207, St. Croix County, Wisconsin","4593","170"
"1400000US55093960600","Census Tract 9606, Pierce County, Wisconsin","4845","163"
"1400000US55035000100","Census Tract 1, Eau Claire County, Wisconsin","4832","210"
"1400000US55055101300","Census Tract 1013, Jefferson County, Wisconsin","6032","305"
"1400000US55121100300","Census Tract 1003, Trempealeau County, Wisconsin","2574","143"
"1400000US55059002000","Census Tract 20, Kenosha County, Wisconsin","6007","409"
"1400000US55033970400","Census Tract 9704, Dunn County, Wisconsin","6295","202"
"1400000US55029100100","Census Tract 1001, Door County, Wisconsin","2277","149"
"1400000US55079017200","Census Tract 172, Milwaukee County, Wisconsin","2898","266"
"1400000US55079091300","Census Tract 913, Milwaukee County, Wisconsin","3772","182"
"1400000US55045960200","Census Tract 9602, Green County, Wisconsin","5741","170"
"1400000US55133203403","Census Tract 2034.03, Waukesha County, Wisconsin","5485","293"
"1400000US55139001400","Census Tract 14, Winnebago County, Wisconsin","3896","211"
"1400000US55027961500","Census Tract 9615, Dodge County, Wisconsin","5048","167"
"1400000US55005001002","Census Tract 10.02, Barron County, Wisconsin","5593","239"
"1400000US55079035200","Census Tract 352, Milwaukee County, Wisconsin","4419","98"
"1400000US55131470204","Census Tract 4702.04, Washington County, Wisconsin","4238","209"
"1400000US55025013000","Census Tract 130, Dane County, Wisconsin","4703","101"
"1400000US55131450105","Census Tract 4501.05, Washington County, Wisconsin","2596","204"
"1400000US55117011300","Census Tract 113, Sheboygan County, Wisconsin","7333","269"
"1400000US55039041800","Census Tract 418, Fond du Lac County, Wisconsin","4829","176"
"1400000US55079016500","Census Tract 165, Milwaukee County, Wisconsin","2121","260"
"1400000US55043960900","Census Tract 9609, Grant County, Wisconsin","5046","306"
"1400000US55025011102","Census Tract 111.02, Dane County, Wisconsin","8834","373"
"1400000US55105001600","Census Tract 16, Rock County, Wisconsin","4512","599"
"1400000US55073002300","Census Tract 23, Marathon County, Wisconsin","7127","218"
"1400000US55105002000","Census Tract 20, Rock County, Wisconsin","3660","249"
"1400000US55007960100","Census Tract 9601, Bayfield County, Wisconsin","2911","134"
"1400000US55089660202","Census Tract 6602.02, Ozaukee County, Wisconsin","5897","387"
"1400000US55043961200","Census Tract 9612, Grant County, Wisconsin","4136","249"
"1400000US55035001600","Census Tract 16, Eau Claire County, Wisconsin","5696","156"
"1400000US55139002900","Census Tract 29, Winnebago County, Wisconsin","2459","342"
"1400000US55133200300","Census Tract 2003, Waukesha County, Wisconsin","4593","253"
"1400000US55027960200","Census Tract 9602, Dodge County, Wisconsin","2886","95"
"1400000US55019950700","Census Tract 9507, Clark County, Wisconsin","3638","201"
"1400000US55009002003","Census Tract 20.03, Brown County, Wisconsin","3579","150"
"1400000US55079185500","Census Tract 1855, Milwaukee County, Wisconsin","1747","295"
"1400000US55047100200","Census Tract 1002, Green Lake County, Wisconsin","2820","153"
"1400000US55055100400","Census Tract 1004, Jefferson County, Wisconsin","6047","282"
"1400000US55025012501","Census Tract 125.01, Dane County, Wisconsin","6727","266"
"1400000US55071000100","Census Tract 1, Manitowoc County, Wisconsin","5353","327"
"1400000US55105002200","Census Tract 22, Rock County, Wisconsin","2281","192"
"1400000US55025010400","Census Tract 104, Dane County, Wisconsin","3390","155"
"1400000US55057100700","Census Tract 1007, Juneau County, Wisconsin","4001","189"
"1400000US55059002602","Census Tract 26.02, Kenosha County, Wisconsin","9367","486"
"1400000US55035000900","Census Tract 9, Eau Claire County, Wisconsin","5124","339"
"1400000US55009021200","Census Tract 212, Brown County, Wisconsin","4951","221"
"1400000US55117010502","Census Tract 105.02, Sheboygan County, Wisconsin","3927","195"
"1400000US55031021100","Census Tract 211, Douglas County, Wisconsin","2320","232"
"1400000US55073000700","Census Tract 7, Marathon County, Wisconsin","5695","558"
"1400000US55101001001","Census Tract 10.01, Racine County, Wisconsin","2278","199"
"1400000US55139001500","Census Tract 15, Winnebago County, Wisconsin","3081","262"
"1400000US55027960800","Census Tract 9608, Dodge County, Wisconsin","3460","279"
"1400000US55079005100","Census Tract 51, Milwaukee County, Wisconsin","3296","385"
"1400000US55141010500","Census Tract 105, Wood County, Wisconsin","3031","197"
"1400000US55019950200","Census Tract 9502, Clark County, Wisconsin","4557","199"
"1400000US55009021302","Census Tract 213.02, Brown County, Wisconsin","5906","277"
"1400000US55075960600","Census Tract 9606, Marinette County, Wisconsin","2512","159"
"1400000US55079005500","Census Tract 55, Milwaukee County, Wisconsin","3429","176"
"1400000US55079009700","Census Tract 97, Milwaukee County, Wisconsin","1683","403"
"1400000US55101001302","Census Tract 13.02, Racine County, Wisconsin","4415","530"
"1400000US55097960100","Census Tract 9601, Portage County, Wisconsin","4571","164"
"1400000US55111000300","Census Tract 3, Sauk County, Wisconsin","7026","320"
"1400000US55011960100","Census Tract 9601, Buffalo County, Wisconsin","2511","107"
"1400000US55079100700","Census Tract 1007, Milwaukee County, Wisconsin","3225","323"
"1400000US55139000200","Census Tract 2, Winnebago County, Wisconsin","2577","262"
"1400000US55025010502","Census Tract 105.02, Dane County, Wisconsin","8213","161"
"1400000US55133204003","Census Tract 2040.03, Waukesha County, Wisconsin","3993","185"
"1400000US55097960400","Census Tract 9604, Portage County, Wisconsin","6866","329"
"1400000US55137960700","Census Tract 9607, Waushara County, Wisconsin","4329","166"
"1400000US55055100500","Census Tract 1005, Jefferson County, Wisconsin","6465","115"
"1400000US55101001400","Census Tract 14, Racine County, Wisconsin","6512","360"
"1400000US55055101202","Census Tract 1012.02, Jefferson County, Wisconsin","1536","141"
"1400000US55025002301","Census Tract 23.01, Dane County, Wisconsin","3155","361"
"1400000US55031020900","Census Tract 209, Douglas County, Wisconsin","2353","153"
"1400000US55121100600","Census Tract 1006, Trempealeau County, Wisconsin","4072","169"
"1400000US55079070200","Census Tract 702, Milwaukee County, Wisconsin","4944","148"
"1400000US55141010900","Census Tract 109, Wood County, Wisconsin","4137","148"
"1400000US55101001501","Census Tract 15.01, Racine County, Wisconsin","3722","190"
"1400000US55139001300","Census Tract 13, Winnebago County, Wisconsin","2464","216"
"1400000US55079009400","Census Tract 94, Milwaukee County, Wisconsin","2514","219"
"1400000US55079005700","Census Tract 57, Milwaukee County, Wisconsin","2579","144"
"1400000US55079000101","Census Tract 1.01, Milwaukee County, Wisconsin","4476","437"
"1400000US55079160203","Census Tract 1602.03, Milwaukee County, Wisconsin","6442","367"
"1400000US55079016300","Census Tract 163, Milwaukee County, Wisconsin","4143","463"
"1400000US55141010600","Census Tract 106, Wood County, Wisconsin","4187","254"
"1400000US55079006600","Census Tract 66, Milwaukee County, Wisconsin","2095","513"
"1400000US55079011300","Census Tract 113, Milwaukee County, Wisconsin","2321","190"
"1400000US55079080200","Census Tract 802, Milwaukee County, Wisconsin","3598","162"
"1400000US55079013400","Census Tract 134, Milwaukee County, Wisconsin","2173","417"
"1400000US55079017300","Census Tract 173, Milwaukee County, Wisconsin","4404","589"
"1400000US55097960200","Census Tract 9602, Portage County, Wisconsin","4761","158"
"1400000US55075961200","Census Tract 9612, Marinette County, Wisconsin","2613","235"
"1400000US55009940001","Census Tract 9400.01, Brown County, Wisconsin","18610","629"
"1400000US55027961300","Census Tract 9613, Dodge County, Wisconsin","5125","85"
"1400000US55029100500","Census Tract 1005, Door County, Wisconsin","3333","123"
"1400000US55073000300","Census Tract 3, Marathon County, Wisconsin","4984","396"
"1400000US55079050102","Census Tract 501.02, Milwaukee County, Wisconsin","6431","382"
"1400000US55131420103","Census Tract 4201.03, Washington County, Wisconsin","6346","317"
"1400000US55127001000","Census Tract 10, Walworth County, Wisconsin","5062","265"
"1400000US55089650200","Census Tract 6502, Ozaukee County, Wisconsin","5064","340"
"1400000US55095960100","Census Tract 9601, Polk County, Wisconsin","3640","151"
"1400000US55069960200","Census Tract 9602, Lincoln County, Wisconsin","2512","91"
"1400000US55125950200","Census Tract 9502, Vilas County, Wisconsin","4002","218"
"1400000US55133202201","Census Tract 2022.01, Waukesha County, Wisconsin","4220","211"
"1400000US55117010700","Census Tract 107, Sheboygan County, Wisconsin","8542","325"
"1400000US55059002904","Census Tract 29.04, Kenosha County, Wisconsin","5482","411"
"1400000US55079013600","Census Tract 136, Milwaukee County, Wisconsin","2177","258"
"1400000US55099970600","Census Tract 9706, Price County, Wisconsin","2271","124"
"1400000US55009010202","Census Tract 102.02, Brown County, Wisconsin","5204","334"
"1400000US55025011505","Census Tract 115.05, Dane County, Wisconsin","4933","340"
"1400000US55067960500","Census Tract 9605, Langlade County, Wisconsin","1756","94"
"1400000US55025001606","Census Tract 16.06, Dane County, Wisconsin","7259","537"
"1400000US55079016000","Census Tract 160, Milwaukee County, Wisconsin","2969","419"
"1400000US55051180200","Census Tract 1802, Iron County, Wisconsin","1416","134"
"1400000US55101001802","Census Tract 18.02, Racine County, Wisconsin","2886","161"
"1400000US55017010100","Census Tract 101, Chippewa County, Wisconsin","2992","153"
"1400000US55009021400","Census Tract 214, Brown County, Wisconsin","8459","297"
"1400000US55059000500","Census Tract 5, Kenosha County, Wisconsin","4928","368"
"1400000US55003950800","Census Tract 9508, Ashland County, Wisconsin","3201","203"
"1400000US55099970400","Census Tract 9704, Price County, Wisconsin","1762","108"
"1400000US55025010600","Census Tract 106, Dane County, Wisconsin","5373","236"
"1400000US55137960300","Census Tract 9603, Waushara County, Wisconsin","3309","133"
"1400000US55079020500","Census Tract 205, Milwaukee County, Wisconsin","2939","284"
"1400000US55133204302","Census Tract 2043.02, Waukesha County, Wisconsin","4041","229"
"1400000US55131420200","Census Tract 4202, Washington County, Wisconsin","5688","329"
"1400000US55095961000","Census Tract 9610, Polk County, Wisconsin","4590","230"
"1400000US55079150100","Census Tract 1501, Milwaukee County, Wisconsin","8718","313"
"1400000US55071010600","Census Tract 106, Manitowoc County, Wisconsin","5155","166"
"1400000US55071005200","Census Tract 52, Manitowoc County, Wisconsin","4414","247"
"1400000US55111000401","Census Tract 4.01, Sauk County, Wisconsin","5321","275"
"1400000US55013970400","Census Tract 9704, Burnett County, Wisconsin","3838","164"
"1400000US55027960700","Census Tract 9607, Dodge County, Wisconsin","4891","288"
"1400000US55079021600","Census Tract 216, Milwaukee County, Wisconsin","4798","394"
"1400000US55079080100","Census Tract 801, Milwaukee County, Wisconsin","2700","152"
"1400000US55073000500","Census Tract 5, Marathon County, Wisconsin","3015","223"
"1400000US55129950300","Census Tract 9503, Washburn County, Wisconsin","2717","122"
"1400000US55137960600","Census Tract 9606, Waushara County, Wisconsin","2104","138"
"1400000US55039041600","Census Tract 416, Fond du Lac County, Wisconsin","5833","220"
"1400000US55073000400","Census Tract 4, Marathon County, Wisconsin","6138","292"
"1400000US55025001200","Census Tract 12, Dane County, Wisconsin","6909","589"
"1400000US55079160204","Census Tract 1602.04, Milwaukee County, Wisconsin","5452","383"
"1400000US55079009500","Census Tract 95, Milwaukee County, Wisconsin","2113","150"
"1400000US55079080300","Census Tract 803, Milwaukee County, Wisconsin","3772","230"
"1400000US55139001900","Census Tract 19, Winnebago County, Wisconsin","4919","230"
"1400000US55079170100","Census Tract 1701, Milwaukee County, Wisconsin","2634","177"
"1400000US55073001900","Census Tract 19, Marathon County, Wisconsin","6018","150"
"1400000US55101001301","Census Tract 13.01, Racine County, Wisconsin","4166","340"
"1400000US55079007800","Census Tract 78, Milwaukee County, Wisconsin","3260","312"
"1400000US55105003300","Census Tract 33, Rock County, Wisconsin","3719","196"
"1400000US55073001000","Census Tract 10, Marathon County, Wisconsin","3679","267"
"1400000US55079014800","Census Tract 148, Milwaukee County, Wisconsin","2087","417"
"1400000US55117010601","Census Tract 106.01, Sheboygan County, Wisconsin","5573","183"
"1400000US55133203500","Census Tract 2035, Waukesha County, Wisconsin","6688","231"
"1400000US55129950600","Census Tract 9506, Washburn County, Wisconsin","4339","139"
"1400000US55025003200","Census Tract 32, Dane County, Wisconsin","2926","261"
"1400000US55139002500","Census Tract 25, Winnebago County, Wisconsin","5034","368"
"1400000US55105001800","Census Tract 18, Rock County, Wisconsin","4972","423"
"1400000US55079016400","Census Tract 164, Milwaukee County, Wisconsin","4334","485"
"1400000US55003950700","Census Tract 9507, Ashland County, Wisconsin","2012","114"
"1400000US55047100600","Census Tract 1006, Green Lake County, Wisconsin","3992","193"
"1400000US55133203404","Census Tract 2034.04, Waukesha County, Wisconsin","3221","210"
"1400000US55043961000","Census Tract 9610, Grant County, Wisconsin","8329","331"
"1400000US55027960600","Census Tract 9606, Dodge County, Wisconsin","3798","173"
"1400000US55013970600","Census Tract 9706, Burnett County, Wisconsin","1950","115"
"1400000US55073001102","Census Tract 11.02, Marathon County, Wisconsin","8081","296"
"1400000US55079007900","Census Tract 79, Milwaukee County, Wisconsin","2138","223"
"1400000US55139002202","Census Tract 22.02, Winnebago County, Wisconsin","2860","124"
"1400000US55027962000","Census Tract 9620, Dodge County, Wisconsin","2596","259"
"1400000US55071000800","Census Tract 8, Manitowoc County, Wisconsin","3733","280"
"1400000US55115101100","Census Tract 1011, Shawano County, Wisconsin","3901","181"
"1400000US55117010100","Census Tract 101, Sheboygan County, Wisconsin","1463","92"
"1400000US55039042100","Census Tract 421, Fond du Lac County, Wisconsin","4795","204"
"1400000US55087011400","Census Tract 114, Outagamie County, Wisconsin","5505","279"
"1400000US55073001104","Census Tract 11.04, Marathon County, Wisconsin","6288","394"
"1400000US55071000700","Census Tract 7, Manitowoc County, Wisconsin","5494","375"
"1400000US55071000200","Census Tract 2, Manitowoc County, Wisconsin","2286","165"
"1400000US55079019000","Census Tract 190, Milwaukee County, Wisconsin","4754","363"
"1400000US55035000600","Census Tract 6, Eau Claire County, Wisconsin","4720","404"
"1400000US55089610102","Census Tract 6101.02, Ozaukee County, Wisconsin","3863","162"
"1400000US55009002001","Census Tract 20.01, Brown County, Wisconsin","8669","373"
"1400000US55009001701","Census Tract 17.01, Brown County, Wisconsin","3617","391"
"1400000US55133201704","Census Tract 2017.04, Waukesha County, Wisconsin","5636","250"
"1400000US55025000202","Census Tract 2.02, Dane County, Wisconsin","3174","228"
"1400000US55141011700","Census Tract 117, Wood County, Wisconsin","4427","208"
"1400000US55065970300","Census Tract 9703, Lafayette County, Wisconsin","3652","108"
"1400000US55109120600","Census Tract 1206, St. Croix County, Wisconsin","8294","266"
"1400000US55079013300","Census Tract 133, Milwaukee County, Wisconsin","1017","138"
