DATE,GEOID,GEO,NAME,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,OBJECTID
2020/06/07 19:00:00+00,55081,County,Monroe,19,1.0,0.29,3132.0,74.0,74.57,1,0.0,0.0,75.0,74.86,7.0,9.0,3.0,9.0,10.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,19.0,,,,,,,,,,,,16.0,,87546
2020/06/07 19:00:00+00,55083,County,Oconto,42,1.0,0.71,2150.0,50.0,66.71,0,0.0,0.0,51.0,67.43,1.0,40.0,1.0,23.0,19.0,,,,6.0,12.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,39.0,,,5.0,35.0,,,,,,,,,,,10.0,26.0,6.0,87556
2020/06/07 19:00:00+00,55085,County,Oneida,12,0.0,0.43,1493.0,15.0,47.57,0,0.0,0.0,15.0,48.0,4.0,6.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,9.0,,,,,,,,,,,,7.0,,87567
2020/06/07 19:00:00+00,55087,County,Outagamie,270,7.0,6.14,10425.0,247.0,257.71,8,0.0,0.0,254.0,263.86,46.0,205.0,19.0,134.0,136.0,,12.0,16.0,42.0,48.0,62.0,34.0,22.0,20.0,12.0,,,6.0,,,,,,,,,,,,29.0,9.0,5.0,188.0,12.0,27.0,63.0,187.0,20.0,,,,6.0,,,,7.0,,19.0,214.0,37.0,87582
2020/06/07 19:00:00+00,55089,County,Ozaukee,183,3.0,3.0,4252.0,14.0,226.71,13,0.0,0.14,17.0,229.71,30.0,104.0,49.0,94.0,89.0,,,5.0,28.0,23.0,23.0,42.0,24.0,15.0,13.0,8.0,8.0,5.0,,,,,,,,,,,7.0,,7.0,5.0,134.0,10.0,27.0,10.0,136.0,37.0,,,,12.0,,,,13.0,,30.0,130.0,23.0,87623
2020/06/07 19:00:00+00,55091,County,Pepin,1,0.0,0.0,428.0,22.0,7.43,0,0.0,0.0,22.0,7.43,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87642
2020/06/07 19:00:00+00,55093,County,Pierce,50,0.0,0.71,1801.0,59.0,60.71,0,0.0,0.0,59.0,61.43,1.0,44.0,5.0,26.0,24.0,,,5.0,10.0,14.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,44.0,,5.0,13.0,32.0,5.0,,,,,,,,,,8.0,27.0,15.0,87645
2020/06/07 19:00:00+00,55095,County,Polk,33,0.0,2.0,2063.0,124.0,81.57,1,0.0,0.0,124.0,83.57,3.0,23.0,7.0,17.0,16.0,,,5.0,,,9.0,,5.0,,,,,,,,,,,,,,,,,,,,27.0,,6.0,,25.0,7.0,,,,,,,,,,7.0,14.0,12.0,87654
2020/06/07 19:00:00+00,55097,County,Portage,35,2.0,3.43,2197.0,7.0,65.86,0,0.0,0.0,9.0,69.29,3.0,31.0,1.0,20.0,15.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,5.0,26.0,,,,,,,,,,,5.0,26.0,,87665
2020/06/07 19:00:00+00,55099,County,Price,2,0.0,0.0,620.0,2.0,40.0,0,0.0,0.0,2.0,40.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87680
2020/06/07 19:00:00+00,55101,County,Racine,1910,4.0,26.86,15475.0,669.0,599.0,47,0.0,1.43,673.0,625.86,246.0,1383.0,281.0,1069.0,841.0,,66.0,176.0,390.0,319.0,298.0,266.0,209.0,92.0,65.0,29.0,25.0,22.0,,,,,,,7.0,8.0,9.0,11.0,10.0,,14.0,603.0,1116.0,152.0,22.0,703.0,1183.0,24.0,,,8.0,38.0,,,11.0,36.0,,257.0,1310.0,343.0,87687
2020/06/07 19:00:00+00,55103,County,Richland,14,0.0,0.0,1112.0,28.0,40.57,4,0.0,0.0,28.0,40.57,4.0,10.0,0.0,5.0,9.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,12.0,,,,,,,,,,,,12.0,,87732
2020/06/07 19:00:00+00,55105,County,Rock,685,0.0,7.0,10410.0,173.0,252.86,21,0.0,0.29,173.0,259.86,86.0,400.0,199.0,374.0,308.0,,24.0,53.0,102.0,100.0,124.0,127.0,82.0,42.0,22.0,9.0,10.0,11.0,,,,,,,,,5.0,5.0,,6.0,16.0,100.0,391.0,39.0,133.0,231.0,330.0,124.0,,,,17.0,,,6.0,15.0,,51.0,402.0,232.0,87738
2020/06/07 19:00:00+00,55107,County,Rusk,5,0.0,0.0,420.0,2.0,21.71,0,0.0,0.0,2.0,21.71,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87777
2020/06/07 19:00:00+00,55109,County,St. Croix,105,0.0,2.71,3790.0,137.0,122.0,0,0.0,0.0,137.0,124.71,7.0,80.0,18.0,46.0,59.0,,,9.0,25.0,15.0,20.0,20.0,6.0,7.0,,,,,,,,,,,,,,,,,,,75.0,8.0,18.0,25.0,57.0,23.0,,,,,,,,,,10.0,66.0,29.0,87783
2020/06/07 19:00:00+00,55111,County,Sauk,83,2.0,0.71,4286.0,158.0,119.43,3,0.0,0.0,160.0,120.14,13.0,64.0,6.0,37.0,46.0,,,,24.0,17.0,9.0,10.0,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,65.0,7.0,6.0,26.0,53.0,,,,,,,,,,,9.0,70.0,,87798
2020/06/07 19:00:00+00,55113,County,Sawyer,8,0.0,0.0,1307.0,64.0,18.43,0,0.0,0.0,64.0,18.43,0.0,8.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,7.0,,,,,,,,,,,,5.0,,87812
2020/06/07 19:00:00+00,55115,County,Shawano,56,0.0,1.29,2355.0,51.0,59.57,0,0.0,0.0,51.0,60.86,10.0,43.0,3.0,34.0,22.0,,,,10.0,10.0,7.0,9.0,10.0,,,,,,,,,,,,,,,,,5.0,,,37.0,,13.0,6.0,41.0,9.0,,,,,,,,,,12.0,31.0,13.0,87819
2020/06/07 19:00:00+00,55117,County,Sheboygan,114,3.0,3.43,4523.0,31.0,212.57,3,0.0,0.0,34.0,216.0,13.0,74.0,27.0,68.0,46.0,,,5.0,17.0,21.0,17.0,10.0,21.0,13.0,6.0,,,,,,,,,,,,,,,,5.0,,83.0,7.0,16.0,21.0,80.0,13.0,,,,,,,,,,18.0,66.0,30.0,87831
2020/06/07 19:00:00+00,55119,County,Taylor,2,0.0,0.0,573.0,17.0,22.86,0,0.0,0.0,17.0,22.86,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87858
2020/06/07 19:00:00+00,55121,County,Trempealeau,40,2.0,2.14,2411.0,40.0,123.86,0,0.0,0.0,42.0,126.0,3.0,28.0,9.0,12.0,28.0,,,,7.0,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,32.0,,6.0,16.0,20.0,,,,,,,,,,,,32.0,6.0,87865
2020/06/07 19:00:00+00,55123,County,Vernon,21,0.0,0.0,1640.0,17.0,67.57,0,0.0,0.0,17.0,67.57,5.0,14.0,2.0,11.0,10.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,21.0,,,,,,,,,,,,9.0,10.0,87874
2020/06/07 19:00:00+00,55125,County,Vilas,8,0.0,0.14,597.0,22.0,14.0,0,0.0,0.0,22.0,14.14,1.0,2.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,6.0,,87882
2020/06/07 19:00:00+00,55127,County,Walworth,435,0.0,5.71,5568.0,220.0,224.0,17,0.0,0.0,220.0,229.71,32.0,192.0,211.0,214.0,219.0,,,17.0,65.0,75.0,70.0,75.0,58.0,24.0,28.0,20.0,10.0,7.0,,,,,,,,,,,6.0,,,,304.0,32.0,93.0,157.0,171.0,107.0,,,,17.0,,,,16.0,,37.0,141.0,257.0,87888
2020/06/07 19:00:00+00,55129,County,Washburn,3,0.0,0.14,700.0,26.0,21.29,0,0.0,0.0,26.0,21.43,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87911
2020/06/07 19:00:00+00,55131,County,Washington,277,0.0,3.5700000000000003,5929.0,8.0,221.29,9,0.0,0.29,8.0,224.86,41.0,124.0,112.0,146.0,131.0,,8.0,8.0,36.0,38.0,45.0,47.0,35.0,29.0,20.0,11.0,5.0,,,,,,,,,,,,,,,13.0,202.0,18.0,39.0,32.0,161.0,84.0,,,,9.0,,,,7.0,,37.0,170.0,70.0,87917
2020/06/07 19:00:00+00,55133,County,Waukesha,808,13.0,16.0,12002.0,89.0,170.14,33,1.0,0.43,102.0,186.14,158.0,482.0,168.0,409.0,399.0,,8.0,27.0,121.0,122.0,117.0,162.0,122.0,68.0,41.0,20.0,8.0,25.0,,,,,,,,,9.0,12.0,6.0,,34.0,41.0,576.0,33.0,123.0,130.0,537.0,141.0,,,,25.0,,,,27.0,,146.0,582.0,80.0,87946
2020/06/07 19:00:00+00,55135,County,Waupaca,57,6.0,2.29,3452.0,12.0,159.71,1,0.0,0.0,18.0,162.0,17.0,31.0,9.0,31.0,26.0,,,,6.0,6.0,11.0,11.0,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,51.0,,,9.0,47.0,,,,,,,,,,,7.0,33.0,17.0,86558
2020/06/07 19:00:00+00,55137,County,Waushara,10,0.0,0.29,1585.0,44.0,83.71,0,0.0,0.0,44.0,84.0,2.0,8.0,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,9.0,,,,,,,,,,,,10.0,,86571
2020/06/07 19:00:00+00,55139,County,Winnebago,385,31.0,20.14,8512.0,442.0,216.71,7,0.0,0.0,473.0,236.86,25.0,275.0,85.0,187.0,197.0,,5.0,17.0,139.0,52.0,54.0,48.0,25.0,22.0,10.0,13.0,,5.0,,,,,,,,,,,,5.0,19.0,20.0,291.0,19.0,31.0,54.0,287.0,44.0,,,,7.0,,,,7.0,,40.0,280.0,65.0,86579
2020/06/07 19:00:00+00,55141,County,Wood,11,0.0,0.14,2584.0,53.0,102.29,1,0.0,0.0,53.0,102.43,2.0,9.0,0.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,5.0,,,,,,,,,,,,11.0,,86621
2020/06/08 19:00:00+00,55,State,WI,21038,203.0,356.43,333253.0,7386.0,11379.71,646,-1.0,7.29,7589.0,11736.14,2860.0,11786.0,6392.0,10677.0,10298.0,63.0,618.0,1471.0,3847.0,3856.0,3493.0,3150.0,2239.0,1203.0,767.0,394.0,286.0,360.0,0.0,0.0,0.0,6.0,8.0,19.0,53.0,104.0,168.0,163.0,125.0,219.0,796.0,4020.0,10914.0,2743.0,2346.0,7041.0,11429.0,2568.0,9.0,17.0,161.0,440.0,8.0,11.0,67.0,564.0,15.0,2067.0,11745.0,7226.0,88145
2020/06/08 19:00:00+00,55001,County,Adams,5,0.0,0.14,976.0,11.0,53.57,1,0.0,0.0,11.0,53.71,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,88146
2020/06/08 19:00:00+00,55003,County,Ashland,3,0.0,0.14,480.0,2.0,13.0,0,0.0,0.0,2.0,13.14,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88154
2020/06/08 19:00:00+00,55005,County,Barron,20,0.0,0.0,2490.0,9.0,68.14,0,0.0,0.0,9.0,68.14,2.0,15.0,3.0,10.0,10.0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,,,,18.0,,,,,,,,,,,,11.0,8.0,88162
2020/06/08 19:00:00+00,55007,County,Bayfield,3,0.0,0.0,445.0,0.0,8.29,1,0.0,0.0,0.0,8.29,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88173
2020/06/08 19:00:00+00,55009,County,Brown,2377,0.0,8.14,20701.0,511.0,775.29,38,0.0,0.14,511.0,783.43,177.0,1991.0,209.0,1139.0,1233.0,5.0,68.0,180.0,491.0,465.0,462.0,391.0,219.0,59.0,30.0,12.0,12.0,26.0,,,,,,,7.0,12.0,5.0,5.0,7.0,95.0,102.0,118.0,1139.0,710.0,213.0,1441.0,837.0,99.0,,6.0,,28.0,,,9.0,29.0,,112.0,1422.0,843.0,88179
2020/06/08 19:00:00+00,55011,County,Buffalo,6,0.0,0.0,755.0,6.0,16.57,2,0.0,0.14,6.0,16.57,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,88234
2020/06/08 19:00:00+00,55013,County,Burnett,1,0.0,0.0,537.0,0.0,20.57,1,0.0,0.0,0.0,20.57,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88240
2020/06/08 19:00:00+00,55015,County,Calumet,81,1.0,0.5700000000000001,2224.0,46.0,53.14,1,0.0,0.0,47.0,53.71,10.0,65.0,6.0,43.0,38.0,,,5.0,8.0,11.0,14.0,10.0,8.0,10.0,9.0,5.0,,,,,,,,,,,,,,,5.0,,52.0,,19.0,19.0,42.0,20.0,,,,,,,,,,5.0,61.0,15.0,88247
2020/06/08 19:00:00+00,55017,County,Chippewa,59,0.0,0.43,3381.0,42.0,84.0,0,0.0,0.0,42.0,84.43,7.0,44.0,8.0,34.0,25.0,,,,11.0,10.0,7.0,10.0,10.0,6.0,,,,,,,,,,,,,,,,,,,59.0,,,,59.0,,,,,,,,,,,8.0,32.0,19.0,88259
2020/06/08 19:00:00+00,55019,County,Clark,42,0.0,1.29,1471.0,6.0,71.43,4,0.0,0.0,6.0,72.71,7.0,26.0,9.0,26.0,16.0,,,,8.0,,5.0,,8.0,5.0,,,,,,,,,,,,,,,,,,,23.0,,18.0,8.0,30.0,,,,,,,,,,,10.0,15.0,17.0,88271
2020/06/08 19:00:00+00,55021,County,Columbia,46,0.0,0.29,3090.0,60.0,96.0,1,0.0,0.0,60.0,96.29,15.0,29.0,2.0,23.0,23.0,,,,7.0,9.0,9.0,8.0,,5.0,,,,,,,,,,,,,,,,,,,39.0,,,6.0,38.0,,,,,,,,,,,6.0,31.0,9.0,88280
2020/06/08 19:00:00+00,55023,County,Crawford,26,0.0,0.0,1156.0,7.0,27.0,0,0.0,0.0,7.0,27.0,2.0,18.0,6.0,15.0,11.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,25.0,,,,,,,,,,,,17.0,8.0,88327
2020/06/08 19:00:00+00,55025,County,Dane,856,13.0,17.29,38669.0,860.0,1114.29,29,0.0,0.0,873.0,1131.57,168.0,524.0,164.0,446.0,409.0,,24.0,43.0,175.0,186.0,112.0,123.0,94.0,50.0,37.0,12.0,10.0,19.0,,,,,,,,5.0,5.0,10.0,7.0,8.0,42.0,162.0,582.0,38.0,24.0,127.0,712.0,17.0,,,,25.0,,,,29.0,,164.0,568.0,124.0,88368
2020/06/08 19:00:00+00,55027,County,Dodge,400,0.0,24.57,6338.0,69.0,294.14,4,0.0,0.29,69.0,318.71,20.0,110.0,270.0,86.0,313.0,,5.0,13.0,92.0,105.0,81.0,49.0,35.0,11.0,6.0,,,,,,,,,,,,,,,,8.0,73.0,174.0,116.0,26.0,78.0,160.0,162.0,,,,,,,,,,25.0,86.0,289.0,88678
2020/06/08 19:00:00+00,55029,County,Door,39,0.0,0.14,1989.0,109.0,83.29,3,0.0,0.0,109.0,83.43,6.0,16.0,17.0,21.0,18.0,,,,,9.0,5.0,,11.0,,,,,,,,,,,,,,,,,,,,27.0,,10.0,10.0,20.0,9.0,,,,,,,,,,,23.0,16.0,88716
2020/06/08 19:00:00+00,55031,County,Douglas,20,0.0,0.14,1633.0,13.0,75.86,0,0.0,0.0,13.0,76.0,2.0,17.0,1.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,14.0,,,,,,,,,,,7.0,11.0,,88743
2020/06/08 19:00:00+00,55033,County,Dunn,29,2.0,0.71,2643.0,28.0,66.57,0,0.0,0.0,30.0,67.29,5.0,18.0,6.0,13.0,16.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,25.0,,,,,,,,,,,,22.0,,88756
2020/06/08 19:00:00+00,55035,County,Eau Claire,124,1.0,1.57,5956.0,49.0,168.29,0,0.0,0.0,50.0,169.86,8.0,88.0,28.0,56.0,67.0,,5.0,8.0,35.0,25.0,19.0,13.0,15.0,,,,,,,,,,,,,,,,,,11.0,5.0,98.0,6.0,,9.0,107.0,8.0,,,,,,,,,,13.0,103.0,8.0,88782
2020/06/08 19:00:00+00,55037,County,Florence,2,0.0,0.0,266.0,0.0,3.29,0,0.0,0.0,0.0,3.29,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88820
2020/06/08 19:00:00+00,55039,County,Fond du Lac,239,6.0,3.5700000000000003,6409.0,219.0,193.29,6,0.0,0.14,225.0,196.86,30.0,161.0,48.0,134.0,105.0,,5.0,13.0,47.0,46.0,33.0,37.0,38.0,16.0,,,,,,,,,,,,,,,,,,36.0,152.0,9.0,41.0,64.0,131.0,44.0,,,,,,,,5.0,,21.0,172.0,46.0,88823
2020/06/08 19:00:00+00,55041,County,Forest,33,0.0,0.5700000000000001,385.0,14.0,6.14,2,0.0,0.0,14.0,6.71,1.0,7.0,25.0,23.0,10.0,,,,,,,,,7.0,7.0,10.0,,,,,,,,,,,,,,,,,30.0,,,,32.0,,,,,,,,,,,,,31.0,88878
2020/06/08 19:00:00+00,55043,County,Grant,98,0.0,0.29,3316.0,55.0,104.71,12,0.0,0.0,55.0,105.0,6.0,71.0,21.0,59.0,39.0,,,,16.0,8.0,9.0,15.0,15.0,6.0,16.0,8.0,7.0,5.0,,,,,,,,,,5.0,5.0,,,,81.0,,16.0,,82.0,15.0,,,,12.0,,,,12.0,,21.0,45.0,32.0,88883
2020/06/08 19:00:00+00,55045,County,Green,71,0.0,0.71,1906.0,39.0,42.14,0,0.0,0.0,39.0,42.86,7.0,58.0,6.0,31.0,40.0,,,12.0,11.0,11.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,56.0,6.0,6.0,21.0,49.0,,,,,,,,,,,7.0,57.0,7.0,88913
2020/06/08 19:00:00+00,55047,County,Green Lake,23,1.0,0.43,1198.0,147.0,47.14,0,0.0,0.0,148.0,47.57,7.0,14.0,2.0,9.0,14.0,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,19.0,,,7.0,15.0,,,,,,,,,,,,20.0,,88922
2020/06/08 19:00:00+00,55049,County,Iowa,17,0.0,0.14,1383.0,30.0,48.14,0,0.0,0.0,30.0,48.29,2.0,14.0,1.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,12.0,,,,,,,,,,,,12.0,,88946
2020/06/08 19:00:00+00,55051,County,Iron,2,0.0,0.0,272.0,2.0,2.71,1,0.0,0.0,2.0,2.71,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88953
2020/06/08 19:00:00+00,55053,County,Jackson,20,1.0,0.43,1520.0,53.0,52.0,1,0.0,0.0,54.0,52.43,3.0,12.0,5.0,9.0,11.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,8.0,,,12.0,,,,19.0,,,,,,,,,,,,16.0,,88957
2020/06/08 19:00:00+00,55055,County,Jefferson,130,2.0,3.29,4191.0,81.0,148.86,3,0.0,0.0,83.0,152.14,24.0,83.0,23.0,63.0,67.0,,,8.0,18.0,29.0,22.0,18.0,21.0,5.0,6.0,,,,,,,,,,,,,,,,,,99.0,14.0,9.0,38.0,82.0,10.0,,,,,,,,,,18.0,74.0,38.0,89078
2020/06/08 19:00:00+00,55057,County,Juneau,23,0.0,0.0,1234.0,21.0,42.71,1,0.0,0.0,21.0,42.71,6.0,14.0,3.0,11.0,12.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,19.0,,,,21.0,,,,,,,,,,,,17.0,,89099
2020/06/08 19:00:00+00,55059,County,Kenosha,1286,12.0,15.43,10303.0,12.0,335.14,34,0.0,0.5700000000000001,24.0,350.57,146.0,668.0,472.0,614.0,671.0,,37.0,82.0,239.0,234.0,221.0,204.0,136.0,74.0,41.0,18.0,14.0,20.0,,,,,,,6.0,,8.0,10.0,6.0,,25.0,190.0,795.0,187.0,87.0,452.0,612.0,222.0,,,,30.0,,,9.0,24.0,,149.0,979.0,158.0,89107
2020/06/08 19:00:00+00,55061,County,Kewaunee,36,0.0,0.14,970.0,0.0,27.71,1,0.0,0.0,0.0,27.86,2.0,26.0,8.0,19.0,17.0,,,,9.0,7.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,28.0,6.0,,16.0,18.0,,,,,,,,,,,,28.0,6.0,89143
2020/06/08 19:00:00+00,55063,County,La Crosse,70,1.0,2.43,6945.0,77.0,163.29,0,0.0,0.0,78.0,165.71,6.0,50.0,14.0,33.0,37.0,,,8.0,13.0,11.0,12.0,12.0,7.0,,,,,,,,,,,,,,,,,,8.0,,57.0,,,,64.0,,,,,,,,,,,16.0,45.0,9.0,89148
2020/06/08 19:00:00+00,55065,County,Lafayette,33,0.0,0.86,830.0,20.0,37.57,0,0.0,0.0,20.0,38.43,7.0,22.0,4.0,13.0,20.0,,,,,5.0,5.0,,10.0,,,,,,,,,,,,,,,,,,,,25.0,,5.0,10.0,23.0,,,,,,,,,,,,29.0,,89174
2020/06/08 19:00:00+00,55067,County,Langlade,8,4.0,0.71,918.0,62.0,39.14,0,0.0,0.0,66.0,39.86,0.0,4.0,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,89180
2020/06/08 19:00:00+00,55069,County,Lincoln,7,0.0,0.0,1023.0,18.0,44.86,0,0.0,0.0,18.0,44.86,0.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,6.0,,89187
2020/06/08 19:00:00+00,55071,County,Manitowoc,40,1.0,0.5700000000000001,3711.0,41.0,138.0,1,0.0,0.0,42.0,138.57,4.0,29.0,7.0,19.0,21.0,,,,12.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,30.0,,,9.0,27.0,,,,,,,,,,,,33.0,,89198
2020/06/08 19:00:00+00,55073,County,Marathon,64,0.0,2.0,4097.0,179.0,154.14,1,0.0,0.0,179.0,156.14,11.0,50.0,3.0,29.0,35.0,,,9.0,16.0,10.0,,8.0,12.0,,,,,,,,,,,,,,,,,,14.0,,49.0,,,16.0,48.0,,,,,,,,,,,,52.0,9.0,89218
2020/06/08 19:00:00+00,55075,County,Marinette,36,0.0,0.43,3223.0,20.0,82.14,3,0.0,0.14,20.0,82.57,5.0,27.0,4.0,13.0,23.0,,,,,,8.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,28.0,,,13.0,23.0,,,,,,,,,,,,27.0,7.0,89246
2020/06/08 19:00:00+00,55077,County,Marquette,5,0.0,0.14,709.0,7.0,23.57,1,0.0,0.0,7.0,23.71,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,89259
2020/06/08 19:00:00+00,55078,County,Menominee,3,0.0,0.0,886.0,6.0,8.29,0,0.0,0.0,6.0,8.29,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89265
2020/06/08 19:00:00+00,55079,County,Milwaukee,8900,87.0,157.29,63317.0,2940.0,2652.43,325,-1.0,3.71,3027.0,2809.71,1387.0,3740.0,3773.0,4611.0,4241.0,48.0,301.0,700.0,1506.0,1715.0,1504.0,1246.0,854.0,536.0,347.0,191.0,155.0,170.0,,,,,,12.0,20.0,55.0,95.0,79.0,57.0,36.0,454.0,2599.0,3288.0,1281.0,1242.0,3161.0,4503.0,1236.0,,5.0,145.0,166.0,5.0,,26.0,293.0,6.0,734.0,3952.0,4214.0,89268
2020/06/08 19:00:00+00,55081,County,Monroe,19,0.0,0.29,3137.0,5.0,71.43,1,0.0,0.0,5.0,71.71,7.0,9.0,3.0,9.0,10.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,19.0,,,,,,,,,,,,16.0,,88838
2020/06/08 19:00:00+00,55083,County,Oconto,42,0.0,0.71,2173.0,23.0,70.0,0,0.0,0.0,23.0,70.71,1.0,40.0,1.0,23.0,19.0,,,,6.0,12.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,39.0,,,5.0,35.0,,,,,,,,,,,10.0,26.0,6.0,88865
2020/06/08 19:00:00+00,55085,County,Oneida,13,1.0,0.5700000000000001,1513.0,20.0,48.86,0,0.0,0.0,21.0,49.43,4.0,7.0,2.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,5.0,,9.0,,,,,,,,,,,,8.0,,88893
2020/06/08 19:00:00+00,55087,County,Outagamie,277,7.0,6.71,10495.0,70.0,244.14,8,0.0,0.0,77.0,250.86,47.0,209.0,21.0,136.0,141.0,,12.0,16.0,43.0,50.0,64.0,35.0,22.0,21.0,12.0,,,6.0,,,,,,,,,,,,29.0,10.0,5.0,194.0,12.0,27.0,63.0,194.0,20.0,,,,6.0,,,,7.0,,19.0,219.0,39.0,88908
2020/06/08 19:00:00+00,55089,County,Ozaukee,184,1.0,2.71,4255.0,3.0,227.14,13,0.0,0.14,4.0,229.86,30.0,104.0,50.0,95.0,89.0,,,5.0,27.0,23.0,24.0,42.0,25.0,15.0,13.0,8.0,8.0,5.0,,,,,,,,,,,7.0,,7.0,5.0,135.0,10.0,27.0,10.0,137.0,37.0,,,,12.0,,,,13.0,,30.0,130.0,24.0,88354
2020/06/08 19:00:00+00,55091,County,Pepin,1,0.0,0.0,430.0,2.0,7.14,0,0.0,0.0,2.0,7.14,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88407
2020/06/08 19:00:00+00,55093,County,Pierce,50,0.0,0.71,1840.0,39.0,62.43,0,0.0,0.0,39.0,63.14,1.0,44.0,5.0,26.0,24.0,,,5.0,10.0,14.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,44.0,,5.0,13.0,32.0,5.0,,,,,,,,,,8.0,27.0,15.0,88410
